"ft_dem","ft_rep","ft_lib","ft_con","ft_bigbiz","ft_unions","ft_xtnfund","ft_feminists","ft_gays","ft_trans","ft_muslims","ft_christians","ft_jews","ft_white","ft_black","ft_latino","ft_asian","ft_police","ft_blm","ft_maga","ft_nra","ft_rurams","ft_illegimmig","ft_dempres_pre","ft_reppres_pre","ft_biden_pre","ft_rfkJR_pre"
0,85,40,70,70,30,85,30,85,60,85,85,85,70,60,85,85,85,0,70,60,100,0,0,100,0,50
10,10,0,0,50,50,0,50,50,50,70,50,70,50,50,50,50,50,50,50,50,50,30,50,50,50,55
75,0,80,0,0,80,0,100,100,100,100,15,100,40,90,90,90,15,100,0,0,50,90,90,0,70,0
70,85,50,70,70,70,50,60,40,50,40,50,40,50,50,60,50,85,30,50,70,70,30,50,70,0,70
5,10,0,0,0,50,0,0,0,0,0,10,0,50,50,50,50,70,0,0,60,90,0,5,60,10,30
85,15,60,40,60,60,NA,60,70,70,50,85,70,85,NA,NA,50,85,60,0,30,70,40,85,0,85,30
0,0,60,50,50,70,50,50,60,50,50,60,50,50,50,50,50,70,50,85,85,100,NA,0,0,0,100
50,50,NA,NA,50,50,50,50,50,50,50,100,50,100,0,0,0,100,NA,NA,50,50,0,100,0,100,50
50,50,0,0,0,50,0,0,50,0,0,50,0,50,NA,50,50,50,0,0,75,50,50,30,0,0,70
0,0,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0
70,40,100,40,50,70,50,85,100,50,0,100,50,50,50,50,50,100,0,0,0,100,50,85,0,40,50
0,85,0,60,0,0,0,0,50,0,0,0,0,50,50,50,50,50,0,100,50,50,50,0,100,0,0
60,0,60,40,30,70,0,60,50,50,40,15,40,45,50,50,60,0,50,0,0,50,50,75,0,85,60
0,100,15,70,50,50,50,40,50,50,40,100,85,50,50,50,40,90,0,100,100,100,0,0,100,0,70
60,30,60,50,30,70,30,60,85,50,70,40,70,60,60,60,100,50,50,0,15,40,60,70,0,70,30
85,30,60,35,40,50,15,65,85,85,50,50,85,70,70,70,65,85,70,10,25,60,60,85,0,85,15
60,40,70,30,30,60,15,40,50,50,50,85,50,NA,50,50,85,70,60,30,0,50,15,70,30,85,15
0,90,25,85,50,40,85,50,70,15,50,85,85,75,50,50,50,90,25,100,85,100,0,0,100,0,50
40,5,40,15,0,75,0,50,50,50,50,35,50,50,50,50,50,10,30,0,0,45,50,65,0,40,15
65,10,60,45,40,70,40,60,50,50,50,50,50,50,50,60,55,65,50,10,40,50,50,85,15,75,10
30,90,50,100,60,85,100,50,30,30,0,100,100,85,85,75,85,85,85,85,100,85,0,30,85,60,70
15,60,40,45,35,55,50,60,60,50,60,55,60,70,70,70,70,70,40,40,50,75,15,30,65,10,55
55,10,50,40,45,85,40,70,50,50,50,50,50,50,NA,50,50,40,70,10,10,50,40,75,0,90,10
65,45,50,NA,50,50,NA,85,85,90,85,50,85,75,75,75,75,35,85,50,50,50,70,75,0,65,50
0,0,0,0,50,50,0,50,50,50,50,50,50,50,50,50,50,0,0,50,50,50,30,0,0,0,0
85,15,70,15,15,60,0,60,70,70,40,30,70,85,85,85,40,40,60,0,0,60,15,85,0,100,30
0,85,0,100,60,40,60,30,50,30,15,85,100,70,70,70,70,85,0,100,100,100,NA,0,100,0,60
70,30,50,50,20,70,50,50,50,50,50,50,50,50,50,50,50,70,50,0,10,90,40,85,0,80,30
85,40,60,50,75,60,70,100,40,70,70,100,85,70,100,50,50,60,70,50,15,50,50,70,0,50,60
60,10,50,20,0,100,0,100,100,100,100,40,100,100,100,100,100,0,100,0,10,80,100,70,0,60,0
85,0,85,15,15,85,0,85,85,85,70,15,70,70,85,85,NA,15,100,0,0,50,85,100,0,100,50
0,50,30,85,60,60,70,50,50,50,50,70,100,85,85,85,85,70,0,85,70,70,30,0,70,0,85
15,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,70,15,85
0,30,0,95,80,0,50,0,50,50,50,51,50,50,50,75,50,99,0,100,65,100,25,0,95,0,30
15,85,30,70,100,0,40,50,50,50,50,50,50,50,50,50,NA,75,50,70,100,85,0,0,100,0,50
0,100,10,85,80,10,50,10,50,10,50,50,50,50,50,50,50,85,10,100,100,100,1,0,100,0,0
60,20,50,35,50,50,35,55,55,55,40,45,45,60,45,65,60,60,50,15,25,40,60,80,0,70,10
10,90,40,50,60,85,50,50,50,50,50,95,90,NA,85,85,85,75,50,50,50,50,10,40,85,15,50
70,15,50,50,70,50,40,70,60,60,50,70,85,70,70,70,70,85,60,15,40,70,60,100,0,85,30
85,0,85,0,30,85,0,90,90,90,85,55,85,55,90,85,85,40,85,0,0,60,70,100,0,80,0
70,70,30,30,30,30,30,30,30,30,30,30,30,50,50,50,50,30,30,30,30,30,50,15,40,90,85
15,50,0,75,50,50,85,0,50,50,50,75,100,50,50,NA,50,95,0,50,50,85,100,0,85,0,90
65,45,75,50,20,70,75,85,50,25,40,90,50,50,NA,50,50,70,50,0,35,85,40,70,0,65,25
70,30,70,60,70,70,50,70,85,80,NA,60,95,75,70,85,90,85,40,20,30,40,30,70,10,80,10
60,70,50,60,50,40,50,50,30,0,40,60,50,50,40,50,50,60,60,50,60,50,50,70,50,70,60
30,85,60,70,50,60,85,60,70,NA,70,85,70,70,60,60,70,85,50,85,70,70,15,0,85,15,70
60,30,50,15,50,50,NA,70,100,70,70,40,70,70,NA,70,70,70,70,0,50,70,50,70,0,50,85
70,0,85,15,50,70,15,85,70,60,85,NA,85,85,85,85,85,60,70,15,15,60,70,70,0,85,40
70,15,70,20,10,90,20,80,75,75,50,50,85,60,60,70,70,50,80,0,25,50,40,70,0,60,30
40,40,40,60,40,60,30,60,70,60,60,60,70,70,NA,70,70,60,30,40,40,60,40,30,60,40,60
70,0,50,50,30,85,40,50,50,50,50,50,50,NA,50,50,50,40,50,0,50,50,50,85,0,70,50
85,0,90,0,0,100,0,100,100,100,50,0,50,40,100,100,100,50,100,0,0,30,100,85,0,100,0
70,15,80,40,30,85,10,85,85,70,65,60,60,50,60,60,60,40,70,0,10,60,60,90,0,75,15
70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,60,0
70,40,40,50,15,85,50,85,100,70,50,70,50,70,30,70,60,100,0,50,60,85,15,50,0,60,60
60,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,0,NA,0
0,93,10,75,40,40,70,50,50,50,75,75,90,95,80,80,100,100,10,80,75,90,0,0,95,0,50
50,50,50,40,15,50,50,50,50,40,50,60,50,100,45,100,100,50,30,40,0,40,100,50,15,40,40
100,30,85,50,30,100,15,85,30,50,50,100,70,60,NA,50,50,70,85,0,50,50,NA,100,0,100,0
0,70,30,60,70,60,60,50,50,50,50,90,100,60,60,60,60,100,40,70,60,60,40,0,70,15,60
100,15,70,85,85,85,70,85,50,50,50,85,70,85,85,85,60,100,100,0,70,85,15,100,0,100,30
50,15,0,25,60,30,0,60,50,50,50,45,50,85,70,70,50,75,50,0,25,85,60,60,0,50,0
0,95,30,60,50,NA,100,NA,15,30,30,100,100,100,100,100,100,100,30,100,50,85,40,0,100,0,15
70,30,70,70,85,70,70,70,30,15,70,100,85,85,NA,85,85,85,70,15,70,85,70,85,30,85,70
70,15,100,50,50,70,0,80,50,50,100,100,50,60,100,50,50,50,100,0,0,50,50,85,0,85,40
70,30,85,45,66,55,40,75,90,100,70,25,100,50,99,99,99,80,100,0,0,25,85,100,0,85,30
90,50,60,75,0,90,50,80,90,60,50,80,80,45,45,95,95,60,60,0,80,90,60,90,15,80,75
50,50,50,50,50,50,50,60,100,85,50,50,50,50,50,40,40,70,70,40,40,50,15,50,30,40,50
30,0,60,15,30,70,0,50,NA,NA,50,40,NA,70,NA,70,70,30,60,0,30,50,50,15,0,15,0
15,85,30,50,50,50,50,30,50,50,50,85,50,100,70,50,100,100,15,50,50,60,0,30,85,30,50
30,70,50,70,50,40,50,50,50,50,50,85,85,50,50,50,50,70,50,50,50,50,15,40,50,30,30
30,90,15,85,70,0,70,15,70,50,85,100,85,70,60,70,100,60,30,70,60,85,40,10,90,5,40
0,85,15,85,50,60,50,50,50,15,85,50,85,50,50,50,50,85,0,40,60,50,0,0,85,0,30
70,30,85,10,50,80,20,60,60,50,65,60,90,75,80,75,65,80,70,0,0,75,50,70,0,60,15
0,85,5,85,50,50,50,0,50,0,30,50,95,100,50,95,75,85,0,90,75,95,0,0,85,0,75
15,100,30,100,60,30,100,0,0,15,40,100,50,100,70,95,85,85,50,NA,100,100,NA,15,85,30,30
40,15,40,20,30,40,0,50,50,50,50,50,50,40,50,50,50,45,60,0,0,50,30,70,0,60,40
60,15,70,30,40,50,40,85,100,100,100,70,100,100,100,100,100,85,100,0,40,100,60,75,0,85,50
90,30,85,40,40,70,40,85,85,70,70,70,85,60,70,70,70,70,85,0,0,50,70,100,0,80,40
50,40,50,60,50,50,50,50,60,60,60,70,50,50,60,60,60,70,60,50,40,50,50,50,15,40,60
85,10,90,0,5,85,0,100,95,90,90,15,90,30,NA,70,50,50,90,0,10,50,70,95,0,85,85
0,70,30,80,NA,50,15,40,50,50,50,100,50,NA,NA,NA,NA,80,40,NA,80,50,NA,0,75,0,0
10,51,40,85,52,60,90,60,50,NA,50,100,100,85,85,85,85,85,NA,85,85,100,40,10,85,10,50
0,60,50,60,60,50,60,50,30,40,50,85,60,60,NA,50,60,60,50,50,70,85,50,0,85,0,50
15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,60,15,60
85,30,85,15,70,85,0,70,50,50,50,50,85,60,50,50,50,50,50,0,15,70,40,85,0,85,40
30,85,50,70,50,60,50,50,50,30,50,60,50,50,50,50,50,70,30,85,50,70,40,0,100,0,70
0,85,30,80,70,50,70,40,20,15,10,85,80,80,70,70,70,90,0,85,90,90,10,0,85,0,40
50,80,60,50,70,50,40,40,30,15,50,85,NA,70,30,50,50,50,0,NA,NA,NA,50,15,60,30,70
0,100,85,60,60,70,50,50,85,30,50,70,50,100,85,100,60,85,85,60,50,60,0,0,100,0,0
85,30,50,30,30,100,30,50,30,40,50,60,85,NA,85,85,85,85,85,0,30,50,70,100,0,85,15
0,70,0,100,85,50,70,0,50,0,0,85,100,85,70,70,NA,100,0,100,100,100,0,0,100,0,60
60,15,85,0,50,100,50,85,100,85,85,70,85,60,85,75,NA,15,100,0,0,70,50,85,0,70,0
0,85,15,70,70,60,85,30,50,40,50,85,85,70,70,70,70,70,15,85,70,70,0,15,100,0,70
70,40,70,70,40,60,50,70,50,70,50,50,50,40,50,60,70,50,60,30,40,50,50,70,0,70,15
50,30,30,40,85,70,100,30,38,15,60,100,30,100,100,70,70,70,60,30,40,30,70,50,100,30,30
60,30,60,60,30,60,45,30,50,40,50,85,50,85,85,85,85,80,40,15,95,100,85,60,0,50,60
60,15,85,0,50,100,15,85,100,60,50,40,50,100,100,100,100,70,85,0,15,50,70,85,0,50,0
15,70,50,50,70,50,50,50,50,50,50,100,50,70,85,70,70,100,50,50,50,85,0,0,85,0,50
75,15,70,40,40,85,15,70,70,70,60,85,85,85,85,70,NA,70,85,0,0,60,40,70,0,85,0
100,0,50,0,50,50,50,100,100,100,85,15,100,50,30,100,100,100,70,0,50,50,100,100,0,100,85
60,15,50,50,40,70,40,50,50,50,50,50,50,NA,50,50,50,40,50,15,40,50,50,70,0,70,30
2,51,30,90,85,95,60,60,84,40,78,100,90,NA,NA,NA,NA,95,50,70,30,100,NA,6,87,15,50
0,75,15,85,70,0,70,30,50,15,50,100,85,85,70,70,85,85,0,85,85,100,30,0,85,0,50
60,0,85,15,30,85,0,85,100,85,70,40,100,85,85,85,85,60,60,0,0,85,70,85,0,50,0
0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95,0,60
30,0,30,70,85,85,15,0,50,50,50,100,50,100,100,100,100,100,15,0,85,85,50,70,0,60,10
0,100,0,100,50,70,85,15,30,0,0,100,100,100,NA,85,85,100,15,85,100,100,0,0,100,0,40
60,30,50,50,30,40,40,50,70,70,50,50,85,85,70,85,85,85,30,15,40,85,70,60,0,70,60
85,50,50,50,50,85,50,50,50,60,50,100,85,60,70,50,50,70,60,40,40,70,30,85,0,85,50
0,70,50,50,50,50,50,50,70,85,70,30,85,NA,50,50,50,30,50,70,85,85,15,15,70,40,85
55,30,60,40,60,100,30,75,90,85,85,60,70,40,90,85,70,60,90,0,40,70,50,70,0,60,50
100,0,75,75,50,90,100,100,50,50,50,100,50,50,100,55,55,50,100,0,50,50,15,100,0,85,60
10,35,35,70,60,50,40,10,50,50,50,50,50,50,50,50,50,51,35,75,50,55,10,20,70,20,50
60,0,70,15,30,60,15,85,50,50,50,50,50,50,50,50,50,30,85,0,15,50,50,85,0,70,15
60,15,50,40,30,50,NA,50,50,50,50,50,50,50,50,50,50,50,50,5,50,50,50,50,15,60,10
80,15,80,35,65,75,25,75,90,90,90,30,90,75,90,90,90,85,75,0,25,35,60,90,0,85,35
30,85,50,85,70,70,60,60,50,50,70,85,85,85,85,85,85,85,60,85,100,85,15,15,85,30,40
30,40,15,85,60,15,60,40,15,40,50,85,50,60,60,60,60,70,30,60,30,85,30,0,60,15,50
60,70,50,50,40,40,NA,60,50,50,50,70,50,60,50,40,50,70,50,NA,60,NA,50,50,70,70,50
40,40,50,70,50,15,70,50,50,30,50,100,60,50,70,70,70,100,50,40,85,85,30,0,70,0,60
100,30,100,15,50,70,40,100,100,85,100,60,100,NA,85,85,100,85,70,0,0,85,70,100,0,70,0
15,60,15,70,60,40,60,50,15,15,15,85,70,70,70,70,70,70,15,100,100,100,15,50,85,40,50
0,80,0,80,60,10,70,30,50,50,25,90,90,NA,NA,NA,NA,75,0,90,75,80,NA,0,90,0,50
30,85,70,70,85,85,85,60,85,85,85,100,70,70,70,70,70,85,100,15,60,60,70,50,0,30,70
100,0,70,15,60,50,15,85,50,50,60,85,70,50,50,50,50,40,40,0,0,85,40,100,0,100,0
70,0,10,0,0,5,0,15,50,10,15,0,5,50,50,50,50,5,10,0,0,30,50,70,0,60,10
0,70,0,85,60,70,85,30,0,0,50,100,70,70,60,60,60,85,30,85,85,100,0,0,70,0,NA
95,15,60,70,15,95,50,85,75,75,75,75,75,55,50,50,50,75,80,0,10,75,50,90,0,90,50
10,65,50,50,10,60,2,40,85,50,45,0,60,60,70,80,70,60,30,85,75,85,40,0,80,15,100
85,0,50,50,30,50,60,50,50,50,50,70,60,50,50,50,50,70,68,0,50,40,50,85,0,70,0
70,0,60,40,70,60,0,90,80,60,50,50,50,50,50,50,50,60,50,0,0,NA,60,85,15,60,40
70,15,50,50,60,50,50,50,70,70,50,70,50,30,50,95,50,70,85,30,60,50,85,70,0,85,50
80,10,95,20,20,90,15,90,90,85,70,50,60,100,100,100,100,75,80,0,0,50,100,100,0,85,0
50,30,40,5,50,35,5,30,50,5,40,75,75,NA,NA,NA,NA,75,5,0,5,50,NA,85,0,85,5
0,100,0,100,85,50,30,0,0,15,40,100,75,50,50,40,40,50,40,100,100,90,30,0,100,0,50
0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85,0,30
15,60,30,85,85,30,50,30,70,15,60,70,70,100,100,85,85,85,15,100,70,50,30,0,85,0,85
15,70,0,85,60,60,70,70,0,0,0,85,70,85,60,60,60,85,0,70,70,85,0,15,70,15,50
90,35,95,25,50,90,50,70,70,70,70,85,75,70,100,70,70,35,100,0,25,NA,60,95,0,75,70
90,20,85,60,43,83,15,79,50,50,85,89,85,90,95,90,85,80,60,0,75,50,55,75,15,85,60
85,50,50,50,50,50,50,50,70,50,50,70,85,100,70,100,85,70,70,50,0,50,50,70,0,85,50
100,0,95,20,60,85,15,100,100,90,70,40,NA,75,70,70,85,60,85,0,0,50,50,100,0,100,15
85,0,100,15,50,85,50,70,100,70,85,85,85,60,NA,100,70,60,85,0,50,85,85,100,0,100,50
50,70,5,5,5,6,5,6,6,6,6,6,6,7,7,7,7,5,6,5,5,5,5,0,85,0,70
100,0,60,30,30,100,50,100,50,50,50,70,40,50,50,100,50,40,100,15,0,40,NA,85,0,100,0
0,70,15,70,15,50,50,30,50,0,50,50,50,50,50,50,50,100,40,60,50,50,15,0,85,0,85
85,15,85,70,30,60,70,70,70,70,60,70,85,85,85,85,85,85,70,0,50,70,30,70,0,85,30
60,10,70,35,40,70,25,60,85,70,65,75,90,75,75,70,80,80,35,5,10,70,40,75,0,70,10
0,70,0,85,50,15,85,0,0,50,30,100,50,50,50,50,50,95,0,85,50,85,10,0,90,0,85
40,15,40,70,60,15,30,50,60,50,85,70,100,100,100,100,100,100,70,15,50,85,40,60,0,40,0
85,15,75,15,45,55,10,85,55,50,50,70,50,55,55,55,55,60,55,0,45,50,30,86,0,70,15
10,85,15,90,50,15,90,45,45,45,10,90,90,85,85,85,70,85,10,100,90,90,NA,0,90,5,50
0,85,50,90,50,50,50,50,50,50,50,90,90,100,100,100,100,85,30,70,50,70,40,0,90,0,50
50,60,50,50,60,55,70,50,0,0,50,100,100,50,50,50,50,50,50,50,50,50,50,50,60,50,85
50,50,50,50,60,50,50,50,50,50,50,85,50,70,70,85,70,50,50,60,50,50,70,50,70,50,50
15,5,75,40,70,50,0,70,60,50,50,60,70,75,60,80,75,70,60,5,5,70,60,40,0,15,40
0,100,0,100,70,85,50,50,85,30,70,100,100,100,NA,50,85,100,0,100,100,85,0,0,100,0,80
80,10,85,40,60,80,15,90,95,90,90,90,90,75,75,NA,75,60,90,0,30,80,50,85,0,80,10
85,15,90,25,35,70,10,100,100,100,100,60,100,85,95,95,95,85,100,0,2,75,95,100,0,100,15
30,40,50,70,60,40,0,15,75,40,50,60,85,50,50,NA,50,85,0,30,85,95,30,30,60,40,15
30,70,40,50,40,60,50,50,60,50,60,40,70,70,70,70,70,85,40,85,60,50,30,30,60,40,50
0,85,50,60,NA,70,NA,0,0,0,70,100,100,NA,NA,NA,NA,100,100,NA,100,NA,NA,60,85,40,85
40,70,35,80,70,60,60,60,50,50,80,80,80,NA,NA,NA,NA,90,10,70,50,80,NA,15,60,15,50
15,40,30,60,0,30,50,30,50,0,50,100,50,50,50,50,50,100,0,50,50,50,0,15,70,0,100
30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,10,0,30
85,15,100,15,30,85,50,70,100,60,70,60,85,85,70,70,85,85,70,0,30,40,50,100,0,70,0
15,85,85,50,50,50,50,50,50,50,50,85,50,50,50,50,50,85,50,NA,100,100,30,0,70,0,60
60,0,85,30,0,85,0,100,100,100,100,15,100,70,70,70,70,85,100,0,30,30,70,95,0,55,50
50,50,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,30,60,50
50,50,50,50,50,NA,60,100,90,100,50,100,50,65,65,75,50,70,65,85,80,85,65,30,70,30,50
15,40,15,30,20,15,65,80,80,80,5,80,85,80,50,80,80,40,80,85,60,80,40,0,85,0,30
15,0,85,0,0,100,0,100,100,100,100,0,70,30,100,100,100,0,100,0,0,50,100,60,0,0,50
85,34,70,15,40,80,20,50,50,50,50,50,50,80,80,80,80,50,70,10,0,50,75,100,0,90,5
60,15,60,40,40,60,30,50,50,40,50,60,70,60,70,60,50,60,60,30,0,30,40,70,0,70,15
0,100,0,70,70,100,70,0,50,0,0,100,50,100,70,30,NA,100,0,100,100,100,0,0,100,0,0
60,60,70,60,50,60,40,70,50,40,40,50,85,NA,60,50,50,85,40,0,60,50,0,60,0,70,50
70,40,50,50,40,0,50,30,100,100,50,50,100,50,100,100,NA,80,50,0,50,70,50,70,0,60,60
85,30,50,50,30,50,15,50,50,15,90,95,50,60,80,75,75,50,90,50,0,50,60,90,0,85,50
15,60,15,85,50,0,50,0,0,0,10,50,50,50,50,50,50,90,0,0,0,95,0,50,85,0,100
5,85,15,85,50,30,85,30,50,50,50,100,85,70,70,70,70,85,0,85,85,85,15,5,85,0,40
60,15,60,30,40,70,0,85,100,100,70,40,85,100,100,100,100,40,70,0,0,40,100,85,0,85,0
50,50,50,50,50,50,50,50,70,40,50,60,85,60,60,50,30,70,100,50,0,50,50,50,15,50,50
60,50,85,30,30,100,50,100,100,70,50,60,60,100,100,85,70,40,100,50,30,85,15,50,15,50,60
50,50,70,60,70,85,40,60,85,60,40,70,100,70,100,70,100,70,100,50,50,60,60,50,30,30,100
54,41,90,45,40,62,6,75,94,50,40,71,71,85,78,78,95,74,88,45,22,70,42,48,62,58,50
30,30,0,60,40,85,0,60,100,NA,85,70,100,70,NA,70,70,100,40,0,0,60,15,15,40,85,0
15,60,40,85,50,50,100,0,50,50,85,100,100,100,100,100,100,100,15,100,100,100,0,0,85,15,50
60,40,60,50,60,60,70,50,50,50,NA,100,NA,NA,NA,NA,NA,50,100,50,85,60,NA,30,60,15,50
0,85,10,80,60,25,50,25,30,35,10,80,75,NA,NA,NA,NA,60,10,90,70,75,NA,0,90,0,70
100,20,85,25,40,70,40,85,85,85,85,85,85,85,85,85,85,85,85,0,0,40,60,100,0,100,0
100,30,60,50,0,60,40,60,50,70,50,60,60,70,70,70,70,50,70,0,15,85,70,85,0,60,50
40,15,50,40,40,60,40,50,40,40,40,70,50,70,70,70,70,70,50,0,60,70,40,50,0,40,40
100,15,70,85,70,85,70,60,100,100,70,85,100,100,60,100,100,60,100,0,70,85,50,100,0,70,85
50,50,50,50,50,40,50,59,50,50,50,50,50,NA,50,50,50,50,50,50,50,50,50,60,60,60,50
15,70,NA,85,50,60,50,0,50,50,50,100,100,85,85,85,85,85,0,100,85,85,40,0,85,0,85
40,40,40,60,60,15,50,50,50,40,50,85,85,50,50,50,50,85,15,0,50,85,40,40,0,15,0
90,0,90,2,30,90,0,85,80,75,70,70,70,70,75,75,75,75,90,0,0,60,70,95,0,98,10
0,70,15,85,50,50,100,0,0,0,50,100,100,100,100,NA,100,100,0,50,100,100,0,0,70,0,70
85,0,75,25,52,20,5,10,85,75,50,10,100,80,90,90,60,55,80,30,20,65,60,90,0,85,0
100,0,85,15,50,85,50,50,50,50,50,50,50,30,NA,15,15,85,50,0,0,85,0,100,0,100,15
70,40,50,50,40,40,50,40,50,50,70,70,70,60,60,50,50,60,85,50,50,60,NA,85,15,70,50
0,25,15,85,60,15,70,30,50,30,30,100,85,85,70,85,85,100,0,70,60,85,0,0,85,0,15
40,0,70,0,95,100,0,100,100,100,100,0,100,50,50,50,50,100,100,0,0,100,50,100,0,85,0
30,70,15,85,70,50,70,40,50,0,40,85,50,50,50,50,50,100,0,100,85,85,0,0,85,0,70
70,15,70,40,50,60,15,70,85,85,85,40,85,40,85,85,85,60,60,0,50,60,60,70,0,60,50
0,60,15,90,70,40,80,30,75,30,30,100,95,100,100,100,100,85,40,85,15,50,0,0,70,0,50
100,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,100,15
0,100,15,85,15,30,NA,0,50,15,50,90,50,50,50,50,50,90,0,60,90,90,0,0,100,0,0
50,50,60,15,60,75,50,30,50,50,50,100,50,100,100,100,100,100,50,0,50,50,100,80,5,75,25
25,60,51,70,30,80,20,45,80,70,85,85,80,NA,85,85,85,85,20,65,55,90,50,0,75,1,99
60,30,85,50,0,100,40,90,100,100,85,85,100,100,100,100,100,70,100,0,15,90,50,70,0,70,75
0,100,0,100,50,50,85,0,0,15,0,100,85,100,50,50,NA,85,0,70,70,50,0,0,85,0,50
15,70,15,100,75,50,70,70,50,50,85,85,100,50,85,85,85,95,15,100,85,85,0,0,90,0,60
15,85,30,85,40,15,85,40,50,30,50,100,85,50,50,50,50,100,30,70,85,100,15,0,85,0,50
5,95,0,100,85,30,100,30,0,0,0,100,85,85,60,85,85,100,30,100,100,100,0,0,85,0,5
65,0,70,0,0,100,0,100,100,100,100,50,100,70,100,100,100,20,100,0,0,70,100,90,0,80,0
40,15,50,50,50,100,50,100,85,40,50,100,50,50,NA,70,50,50,100,0,0,50,50,70,0,70,50
0,70,0,90,50,50,80,40,40,0,20,90,50,NA,40,40,50,80,20,85,100,80,0,0,90,0,75
70,0,70,40,60,60,30,70,100,100,100,30,100,60,100,100,100,70,70,15,15,15,15,85,0,70,50
40,60,45,85,60,70,45,65,90,50,75,90,100,80,80,80,80,90,35,35,65,80,45,15,40,30,60
15,60,4,88,70,50,88,1,4,1,2,88,77,77,55,77,77,77,1,66,77,88,1,40,50,40,70
0,85,30,50,30,30,60,0,0,0,0,85,50,85,60,50,70,70,40,70,60,50,0,0,85,0,50
100,15,85,30,40,100,70,50,50,50,85,100,85,85,85,85,70,70,100,0,70,70,70,85,0,70,30
100,0,70,50,50,85,80,95,90,60,50,100,100,85,85,85,70,90,90,0,85,85,25,100,0,100,0
15,15,30,70,50,40,30,50,0,0,50,100,60,70,15,70,50,50,0,15,50,60,60,30,30,15,60
85,0,85,70,100,70,60,60,100,100,60,100,100,100,100,85,85,70,100,60,100,100,0,70,15,85,60
85,15,85,40,30,75,50,75,95,95,50,60,95,50,50,50,50,75,70,0,15,50,30,85,15,85,60
50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50
0,60,15,85,50,85,85,60,60,15,50,100,100,50,70,85,NA,100,0,100,100,100,15,0,100,0,0
85,30,50,50,40,30,50,60,15,15,60,85,70,85,40,40,40,85,50,NA,30,40,15,70,15,70,50
0,0,17,55,48,100,1,0,47,0,50,17,65,62,33,60,45,86,50,55,68,67,44,0,0,0,50
60,60,70,35,60,80,15,55,50,50,75,50,75,90,90,90,90,80,50,50,50,60,45,40,40,50,0
15,70,10,85,60,80,50,70,100,85,100,80,100,100,100,100,100,90,50,90,50,85,NA,0,60,0,30
65,15,90,30,5,95,10,95,99,90,90,40,85,50,90,99,50,30,99,0,0,50,90,80,0,70,15
50,50,60,60,40,100,0,60,100,50,100,0,50,50,50,NA,50,100,100,0,0,85,0,85,0,50,90
85,40,50,50,40,60,NA,50,50,50,70,100,50,50,50,50,50,40,85,0,30,50,40,70,15,70,50
0,85,15,100,70,15,85,15,50,15,50,100,100,50,50,50,50,85,0,100,85,85,0,0,100,0,60
70,40,70,50,50,60,50,85,85,85,85,50,85,85,NA,85,85,60,85,NA,15,50,85,85,0,70,50
85,0,60,50,50,50,0,50,90,60,50,50,90,95,70,85,50,70,50,0,0,50,50,87,0,85,25
60,15,50,20,30,60,0,50,50,50,50,50,50,50,50,50,50,70,50,0,0,70,0,60,0,70,30
70,30,60,50,30,100,85,50,0,15,30,100,85,50,50,50,50,15,50,0,30,100,45,65,15,75,40
15,70,15,75,60,75,50,25,30,30,70,100,100,60,60,60,60,85,10,60,65,75,40,15,60,20,50
40,70,40,60,60,40,60,40,70,60,60,85,100,85,85,85,85,85,15,85,85,85,0,15,70,30,60
10,60,40,50,60,15,45,50,55,50,50,65,70,50,50,50,50,80,5,40,50,65,20,0,65,5,50
85,0,NA,25,15,100,30,70,100,60,70,70,100,70,70,100,100,80,70,0,0,75,50,85,0,85,0
15,30,50,50,70,70,4,50,100,50,100,90,100,96,96,98,96,85,15,50,55,100,50,12,55,25,75
25,85,30,60,40,50,60,60,80,60,60,80,80,80,80,80,80,65,60,70,80,70,40,20,80,10,70
70,30,50,50,40,60,40,85,50,50,50,60,50,85,85,85,85,70,50,30,30,50,50,85,0,70,40
70,15,100,30,15,85,30,100,100,100,100,100,100,100,100,100,100,60,100,0,15,100,70,85,0,85,30
